category,subcategory,subcategory_url,name,websites,phones,address,zipcode,emails,description
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyEasternPennsylvania_1147_12_0,http://www.use.salvationarmy.org/use/www_use_easternpa.nsf","(215) 787-2978","701 N Broad Street  Philadelphia , PA  19123 ","19123","","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society OESS intake office for single women, families, and head of household (male or female) with children. This location is used for intake after 4pm on weekdays and all day on weekends. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Project HOME: St. Elizabeth's Recovery Residence information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ProjectHOMEStElizabethsRecoveryResidence_1147_12_0,http://www.projecthome.org/services/housing/transitional.php","(215) 763-1820  ","1850 N. Croskey Street  Philadelphia , PA  19121 ","19121","","Project HOME: St. Elizabeth's Recovery Residence information provided by: the Pennsylvania Prison Society St. Elizabeth's Recovery Residence is a transitional housing program for homeless men with a primary diagnosis of a substance use disorder with or without a co-occurring mental illness who wish to establish recovery from their substance use issues. St. Elizabeth's consists of 24 single room occupancy units with shared living and dining areas, twelve of which are designated specifically for veterans.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Salvation Army: Eliza Shirley House information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyElizaShirleyHouse_1147_12_0,http://use.salvationarmy.org/use/www_use_philadelphiadhq.nsf/vw-sublinks/F9769F780B997245852573CA0079C00E","(215) 787-2800 ","1320 Arch St.  Philadelphia , PA  19107 ","19107","","Salvation Army: Eliza Shirley House information provided by: the Pennsylvania Prison Society The Salvation Army Eliza Shirley House provides emergency shelter services for homeless single women and families 365 days of the year. The shelter provides decent safe and sanitary housing, and healthy nutritious meals, in an orderly environment.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Project HOME: Hope Haven II information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ProjectHOMEHopeHavenII_1147_12_0,http://www.projecthome.org/services/housing/permanent.php","(215) 232-0604  ","2827-28 Diamond Street  Philadelphia , PA  19121 ","19121","carolynplacke@projecthome.org ","Project HOME: Hope Haven II information provided by: the Pennsylvania Prison Society Hope Haven II is a permanent supportive housing residence for formerly homeless men who have completed a drug or alcohol treatment program and who are seeking a supportive group living environment as a continuation of their recovery program. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Salvation Army: Reed House information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyReedHouse_1147_12_0,http://www.use.salvationarmy.org/use/www_use_philadelphiadhq.nsf/vw-sublinks/A5E8FAB12390E5908525748000553F27?openDocument","(215) 755-6789 ","1320 S 32nd St.  Philadelphia , PA  19146 ","19146","","Salvation Army: Reed House information provided by: the Pennsylvania Prison Society Offers subsidized single-room-occupancy units for low-income individuals. Case manager must complete a referral form to initiate the application process. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","St. John’s Hospice information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=StJohnsHospice_1147_12_0,http://www.saintjohnshospice.org/","(215) 563-7763 ","1221 Race St.   Philadelphia , PA  19107 ","19107","info@saintjohnshospice.org ","St. John’s Hospice information provided by: the Pennsylvania Prison Society Saint John’s Hospice serves homeless and other needy men among us. We fulfill an essential ministry of the Church and are part of Catholic Social Services (CSS) of the Archdiocese of Philadelphia. We serve in four distinct areas: 40-bed residence for men to transition from homelessness to independence. On-site case management with counseling and life skill development. 12-bed Good Shepherd Program for medically fragile homeless men. Day services for men in need include a nutritious and hot noon meal for more than 300 men each weekday; as well as counseling services, daily showers and clothing, and a mail room for over 3,000. Overnight coffee house for up to 27 men each night from 10 pm to 6 am. We build trust and encourage men to seek the help they need to break their own cycle of homelessness. Provides refreshments, restrooms, showers, and staff support 365 nights a year. Updated by Pennsylvania Prison Society "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Sobriety Through Outpatient (STOP) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SobrietyThroughOutpatientSTOP_1147_12_0,http://www.stop-phila.org/","(800) 660-7867  ,(215) 227-7867 ","2534-36 North Broad Street, Suite 200  Philadelphia , PA  19132 ","19132","info@stop-phila.org ","Sobriety Through Outpatient (STOP) information provided by: the Pennsylvania Prison Society Sobriety Through Outpatient, Inc. (STOP) is a Commonwealth of Pennsylvania triple licensed (mental health, drug and alcohol outpatient, and drug and alcohol partial hospital) and Community Behavioral Health (CBH) credentialed, behavioral health service provider. Since its founding in 1987, STOP has provided more than 13,000 Philadelphia residing women and men, 18 years of age and older, with recovery-oriented, person-centered, culturally competent, state-of-the-art quality outpatient (OP) and intensive outpatient (IOP) substance abuse, co-occurring disorders, mental health and DUI services. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Station House Apartments information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=StationHouseApartments_1147_12_0,http://www.ingerman.com/rental.php?property_id=38","(215) 227-5086  ","2601 N Broad St.   Philadelphia  , PA  ","","stationhouse@ingerman.com  ","Station House Apartments information provided by: the Pennsylvania Prison Society Provides housing for low-income people. Offers subsidized units that are either SRO or 1 bedroom. Inquire w/ management for more information  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Trevors Place information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=TrevorsPlace_1147_12_0,http://www.trevorscampaign.org/","(215) 236-4660  ","1624 Poplar St.   Philadelphia  , PA  ","","Trevorscampaign@msn.com  ","Trevors Place information provided by: the Pennsylvania Prison Society The mission of Trevor's Campaign for the Homeless is to help homeless families achieve independence by offering a home for the present and hope for the future through comprehensive programs for children and adults which empower them for success.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Women Can Change information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=WomenCanChange_1147_12_0,http://www.womencanchange.org","215-877-1900 ","6526 Lansdowne Ave.    Philadelphia  , PA  ","","www.womencanchange.org  ","Women Can Change information provided by: the Pennsylvania Prison Society Provides transitional housing for women recovering from substance abuse and mental health issues. - Housing for adult women - Referral to substance abuse IOP 3 X week at "Southwest Nu Stop" treatment center - Nutrition/Life Skills training and group on site This information was updated by the PA Prison Society  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Women In Transition (WIT) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=WomenInTransitionWIT_1147_12_0,http://www.helpwomen.org/wp/","(215) 564-5301   ","21 South 12th Street, 6th Floor   Philadelphia, PA 19107","19107","witinfo@helpwomen.org  ","Women In Transition (WIT) information provided by: the Pennsylvania Prison Society Women In Transition (WIT) provides empowerment counseling, referrals and advocacy to women in Philadelphia who are endangered by domestic violence and/or substance abuse.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Why Not Prosper, Inc. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=WhyNotProsperInc_1147_12_0,http://www.whynotprosper.org/","(215) 842-2360 ","717 Chelten Avenue  Philadelphia , PA  19404 ","19404","whynotprosper@aol.com ","Why Not Prosper, Inc. information provided by: the Pennsylvania Prison Society The mission of Why Not Prosper, Inc. is to help women in the PA prison system discover their own strength by providing them with the support and resources that will empower them to become responsible, economically self-sufficient and contributing members of the community. Programs and Services Offered: 1) Housing: 6-12 Months, the housing program helps the client find employment, maintain sobriety, and reunite with their family. 2) Expungement assistance 3) Pre-Release and Post-Release Mentoring 4) Employment Mentoring 5) Resource Center @Germantown: Resource Center, clothing closet, computer lab, and other services available to female ex-offenders. Hours Tuesday thru Thursday 10:00 am-2:00 pm 6) Graphic Arts Classes: Class which teaches clients how to create graphic tee shirts. Thursdays only. 7) Teleservice: For Montgomery County residents only. (610)-907-0195. 8) Leadership & Advocacy Work Shops: Call for appointments. 9) Domestic Violence Workshops: Call for appointments. This listing was updated by the PA Prison Society "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Why Not Prosper, Inc. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=WhyNotProsperInc_1147_12_0,http://www.whynotprosper.org/","(215) 842-2360 ","719 East Chelten Avenue   Philadelphia , PA  19144 ","19144","whynotprosper@aol.com ","Why Not Prosper, Inc. information provided by: the Pennsylvania Prison Society The mission of Why Not Prosper, Inc. is to help women in the PA prison system discover their own strength by providing them with the support and resources that will empower them to become responsible, economically self-sufficient and contributing members of the community. Programs and Services Offered: 1) Housing: 6-12 Months, the housing program helps the client find employment, maintain sobriety, and reunite with their family. 2) Expungement assistance 3) Pre-Release and Post-Release Mentoring 4) Employment Mentoring 5) Resource Center @Germantown: Resource Center, clothing closet, computer lab, and other services available to female ex-offenders. Hours Tuesday thru Thursday 10:00 am-2:00 pm 6) Graphic Arts Classes: Class which teaches clients how to create graphic tee shirts. Thursdays only. 7) Teleservice: For Montgomery County residents only. (610)-907-0195. 8) Leadership & Advocacy Work Shops: Call for appointments. 9) Domestic Violence Workshops: Call for appointments. This listing was updated by the PA Prison Society "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Achieve Ability information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=AchieveAbility_1147_12_0,http://www.achieveability.org","(215) 748-8800  ","21 South 61st Street  Philadelphia , PA  19139 ","19139","info@achieveability.org ","Achieve Ability information provided by: the Pennsylvania Prison Society Helps low income, single parent, formerly homeless families achieve long-term self-sufficiency. Leadership: Director of Community Services: Nijah Famous Director of Special Projects: Terry Guerra Director of Self-Sufficiency: Jamila Harris Director of Development: Ray Janeen Mission Statement: ACHIEVEability is a nonprofit 501(c)(3) organization working to permanently break the generational cycle of poverty for low income, single parent, and homeless families through higher education, affordable housing, supportive services, community and economic development, and accountability. Programs and Services offered: 1) Family Services Sufficiency Program, enabling homeless, single parent families to further their education to the post secondary level. 2) Community Referral services 3) Utility Assistance, for households with gas and water shut off notices 4) Security Deposit/Rent Assistance for households with eviction notices 5) Tax Preparation 6) Spring Youth Activities for children ages 7-17 This listing was updated by the Pennsylvania Prison Society.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Achieve Ability information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=AchieveAbility_1147_12_0,http://www.achieveability.org","(215) 748-8800  ","35 N 60th Street  Philadelphia , PA  19139 ","19139","info@achieveability.org ","Achieve Ability information provided by: the Pennsylvania Prison Society Helps low income, single parent, formerly homeless families achieve long-term self-sufficiency. Leadership: Director of Community Services: Nijah Famous Director of Special Projects: Terry Guerra Director of Self-Sufficiency: Jamila Harris Director of Development: Ray Janeen Mission Statement: ACHIEVEability is a nonprofit 501(c)(3) organization working to permanently break the generational cycle of poverty for low income, single parent, and homeless families through higher education, affordable housing, supportive services, community and economic development, and accountability. Programs and Services offered: 1) Family Services Sufficiency Program, enabling homeless, single parent families to further their education to the post secondary level. 2) Community Referral services 3) Utility Assistance, for households with gas and water shut off notices 4) Security Deposit/Rent Assistance for households with eviction notices 5) Tax Preparation 6) Spring Youth Activities for children ages 7-17 This listing was updated by the Pennsylvania Prison Society.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Bethesda Project information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=BethesdaProject_1147_12_0,http://www.bethesdaproject.org","(215) 236-8617 ,(215)-985-1600 ","1630 South St.  Philadelphia , PA  19146 ","19146","info@bethesdaproject.org ","Bethesda Project information provided by: the Pennsylvania Prison Society A community for men and women "on the margins of society" and require any of a variety of types of assistance. Must contribute time for chores and a percentage of monthly income. Particular focus on those with mental illnesses or drug problems. Social Network (e.g. facebook, twitter): -Facebook: Bethesda Project -Twitter: @bethesda_proj Programs/Services Offered 1) The Bethesda Beacon: Provides food, temporary housing, and referrals to the homeless men and women who are mentally ill/addicted. 2) Our Brothers Place: Emergency shelter services for men. 3) Transitional House: For men, the Transitional House helps men transition to living independently. 4) Permanent Supportive Housing: For men and women to receive support in maintaining their own housing. 5) Independent Housing: Pre-preparation of formerly homeless men and women to live independently by providing a self sufficient living experience. Required Documents: Photo I.D., Birth Certificate  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Bethesda Project: Our Brothers? Place information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=BethesdaProjectOurBrothersPlace_1147_12_0,http://www.bethesdaproject.org","(215) 978-2892 ","907 Hamilton Street  Philadelphia , PA  19123 ","19123","info@bethesdaproject.org ","Bethesda Project: Our Brothers? Place information provided by: the Pennsylvania Prison Society Empowering homeless men to reach their full potential as individuals and members of the community. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Dignity Housing information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=DignityHousing_1147_12_0,http://www.dignityhousing.org","(215) 713-0960 ","5221 Germantown Ave.  Philadelphia , PA  19144 ","19144","sjanicki@dignityhousing.org ,ksimmer@dignityhousing.org ","Dignity Housing information provided by: the Pennsylvania Prison Society Services: 1) Housing a. Alicia's House: i. Alicia's House provides intense supportive services within a highly structured environment to families and single females for 18 to 24 months. Families residing in the 16-unit development are headed by single mothers recovering from substance abuse and/or domestic violence situations b. Dignity III-Better Options for Self-Sufficiency (BOSS): Dignity III consists of eight units of housing located next to Alicia's House and serves female-headed families with primarily economic barriers to self sufficiency. Dignity III residents receive housing and supportive services for 18 to 24 months. The program has an intensive workforce and education focus, geared toward enhancing employment for residents. For more information call (215)-843-6248 c. Enhanced Services Project: Dignity offers longer-term housing, up to five years, for higher risk residents that are HIV-positive, have chronic histories of substance abuse, and/or diagnosed with a mental or physical health disability. ESP consists of 36 scattered-site units located throughout Northwest Philadelphia and is Dignity's only program serving male and female heads of household. d. For more information you can log on to Dignity Housing's Website at http://209.240.130.8/whatwedo/programsandservices/providinghousing or emil Kate Simmer at ksimmer@dignityhousing.org 2) Self Sufficiency a. Life Skills Development Component i. Income Enhancement and Money Management ii. Education, Health, and Wellness, iii. Job Readiness, Training, and Placement, iv. Home Maintenance v. Parenting and Child Care vi. Homeownership Preparation vii. Leadership Development viii. Community Service b. Case Management c. Health a Wellness Support d. Workforce Development Services e. Adult Basic Education f. For more information log on at http://209.240.130.8/whatwedo/programsandservices/promotingselfsufficiency 3) Opportunities a. Alicia Christian Scholarship Fund: This scholarship exists to reduce financial barriers that prohibit Dignity Housing Residents from successfully pursuing education al advancement and life skills objectives. b. Hosing Placement: This begins shortly after entering Dignity Housing c. Family Activities d. Tenant Council: The Tenant Council works closely with staff at Dignity to review policies and procedures, plan special events and workshops, participate in advocacy efforts, and represent Dignity Housing in the larger community. e. Paths Towards the Future Youth Program: i. Dignity Housing designed the Paths Toward the Future (PATHS) youth program to address these issues. PATHS helps Dignity children develop their potential educationally, socially, intellectually, civically and emotionally. Without intervention and the creation of opportunities, our young people face the prospect of getting caught in the cycle of poverty.  With the PATHS program, our young people can develop the self-esteem, education and decision-making skills that place them on the road to an independent future. f. Dignity Housing Afterschool Program: Serves Children from Alicia's House and Dignity III programs to provide free care for children of resident mothers who are either employed or enrolled in educational programs. The Program provides tutoring and homework help every afternoon Monday-Thursday. g. Dignity Drumline: The Dignity Drumline consists of youth ages 5-18 that play a variety of Brazilian percussion instruments. They practice once per week and have performed at several Dignity events as well as throughout Philadelphia. h. Dignity Resource and Opportunity Center (Dignity ROCS): where the PATHS program is held, is a newly renovated space with a computer lab that has two stations specifically set up for the younger children. Dignity Housing's children and youth activities provide a safe, supportive and structured environment for homeless children. This listing was updated by the Pennsylvania Prison Society.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Catholic Social Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CatholicSocialServices_1147_12_0,http://www.catholicsocialservicesphilly.org/","(215) 587-3900  ","227 N. 18th st  Philadelphia , PA  19103 ","19103","","Catholic Social Services information provided by: the Pennsylvania Prison Society Provides counseling services. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Family House N.O.W. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FamilyHouseNOW_1147_12_0,http://www.rhd.org/Program.aspx?pid=50","(215) 878-8616 ","1020 N 48th St.  Philadelphia , PA  19131 ","19131","fhn-phila@rhd.org ","Family House N.O.W. information provided by: the Pennsylvania Prison Society Residential treatment program for homeless/pregnant/parent with co-occurring mental illness and drug abuse. Services include psychiatric care, life skills training, and parenting training. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Help USA: H.E.L.P Philadelphia information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=HelpUSAHELPPhiladelphia_1147_12_0,http://www.helpusa.org/Housing/Transitional/HELP_philadelphia_II","215-473-6454 ,215-473-6457 ","4910 Wyalusing Ave.  Philadelphia , PA  19131 ","19131","","Help USA: H.E.L.P Philadelphia information provided by: the Pennsylvania Prison Society Provides subsidized housing for homeless families and permanent townhouses for low-income families. Also provides daycare, health services, and intensive case management. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Gordon-Wright Community Development Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=GordonWrightCommunityDevelopmentCenter_1147_12_0","(215) 915-2081 ","2340 Oakdale St.  Philadelphia , PA  19132 ","19132","wrightmrvee@aol.com ,wrightmrvee@aol.com ","Gordon-Wright Community Development Center information provided by: the Pennsylvania Prison Society HIV Testing and counseling, drug and alcohol treatment/referrals. Also, provides a education/workforce re-entry program and transitional housing for men, and a computer training center. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Family House Norristown information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FamilyHouseNorristown_1147_12_0,http://www.rhd.org/Program.aspx?pid=49","(610) 278-0700 ","901 DeKalb Street  Philadelphia , PA  19401 ","19401","familyhouse-n@rhd.org ","Family House Norristown information provided by: the Pennsylvania Prison Society Provides long-term residential treatment facility for chemically dependent women and their children. Special components address drug/alcohol addiction and parenting skills, as well as prevention and intervention for the children. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Fresh Start Foundation information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreshStartFoundation_1147_12_0,http://freshstartfoundation.org","(215) 427-2096  ","3023 Frankford Avenue  Philadelphia , PA  19134 ","19134","cliberati2@freshstartfoundation.org  ","Fresh Start Foundation information provided by: the Pennsylvania Prison Society The mission of Fresh Start is to assist chemically dependent, mentally ill, and/ or homeless individuals in gaining the treatment and supports necessary to lead a healthy and productive life. Fresh Start will offer supportive housing and case management which will link their clients to the services and opportunities that lead to a return to individual dignity, self-sufficiency and self-worth. This information was updated by the PA Prison Society.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Fresh Start Foundation information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreshStartFoundation_1147_12_0,http://freshstartfoundation.org","(215) 427-2096  ","2920 Frankford Avenue  Philadelphia , PA   19134 ","19134","cliberati2@freshstartfoundation.org  ","Fresh Start Foundation information provided by: the Pennsylvania Prison Society The mission of Fresh Start is to assist chemically dependent, mentally ill, and/ or homeless individuals in gaining the treatment and supports necessary to lead a healthy and productive life. Fresh Start will offer supportive housing and case management which will link their clients to the services and opportunities that lead to a return to individual dignity, self-sufficiency and self-worth. This information was updated by the PA Prison Society.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Fresh Start Foundation information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreshStartFoundation_1147_12_0,http://freshstartfoundation.org","(215) 427-2096  ","3266 Frankford Avenue  Philadelphia , PA  19134 ","19134","cliberati2@freshstartfoundation.org  ","Fresh Start Foundation information provided by: the Pennsylvania Prison Society The mission of Fresh Start is to assist chemically dependent, mentally ill, and/ or homeless individuals in gaining the treatment and supports necessary to lead a healthy and productive life. Fresh Start will offer supportive housing and case management which will link their clients to the services and opportunities that lead to a return to individual dignity, self-sufficiency and self-worth. This information was updated by the PA Prison Society.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","House of Nehemiah information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=HouseofNehemiah_1147_12_0","(215) 289-5762 ","4321 Frankford Ave.  Philadelphia , PA  19124 ","19124","","House of Nehemiah information provided by: the Pennsylvania Prison Society Provides transition housing services.  "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Impact Services: Veterans: Housing and Employment information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ImpactServicesVeteransHousingandEmployment_1147_12_0,http://www.impactservices.org/contact/ ","(215) 739-0243 ,(215) 739-1600 ","1764 W Allegheny Ave.  Philadelphia , PA  19132 ","19132","mgraber@impactservices.org ","Impact Services: Veterans: Housing and Employment information provided by: the Pennsylvania Prison Society Transitional Housing services for Vet's with a criminal history "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Impact Services: Veterans: Housing and Employment information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ImpactServicesVeteransHousingandEmployment_1147_12_0,http://www.impactservices.org/contact/ ","(215) 739-0243 ,(215) 739-1600 ","124 E Indiana Ave.  Phiadelphia , PA ","","mgraber@impactservices.org ","Impact Services: Veterans: Housing and Employment information provided by: the Pennsylvania Prison Society Transitional Housing services for Vet's with a criminal history "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Interfaith Hospitality Network information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=InterfaithHospitalityNetwork_1147_12_0,http://www.philashelter.org/","(215) 247-4663 ","7047 Germantown Ave.  Philadelphia , PA  19119 ","19119","","Interfaith Hospitality Network information provided by: the Pennsylvania Prison Society Provides assessment and referrals, emergency housing, supportive services, and transitional housing. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Interim House information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=InterimHouse_1147_12_0,http://www.interimhouse.org/site/","(215) 849-4606  ","333 West Upsal Street  Philadelphia , PA  19119 ","19119","karenh@phmc.org ","Interim House information provided by: the Pennsylvania Prison Society Interim House is a 501(c)(3) nonprofit agency that provides a continuum of comprehensive services to women with substance abuse and mental health issues. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Interim House West information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=InterimHouseWest_1147_12_0,http://www.phmc.org/site/index.php?option=com_content&view=article&id=155:ihw&catid=32:shared-programs&Itemid=1468","(215) 871-0300 ","4108 Parkside Avenue  Philadelphia , PA  19104 ","19104","angie@phmc.org ","Interim House West information provided by: the Pennsylvania Prison Society Interim House West Facilities, Inc. is a single asset nonprofit corporation that owns and manages the building occupied by PHMC’s Interim House West program, one of the few residential Substance Abuse Treatment Programs,Alcoholism Counseling,Drug Abuse Counseling, in Philadelphia for women and their children. This information was updated by the PPS. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Jefferson Medical College: Their Brother's Place information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=JeffersonMedicalCollegeTheirBrothersPlace_1147_12_0,http://www.jefferson.edu/jmc/departments/family_medicine/jeffhope/clinics/brothers_place.html","(215) 685-3892 ","907 Hamilton St.  Philadelphia , PA  19123 ","19123","JeffHOPEdirector@jefferson.edu ","Jefferson Medical College: Their Brother's Place information provided by: the Pennsylvania Prison Society The Salvation Army Gateway Service Center has been re-named their Brother's Place (OBP) and evolved as the result of public and private ideas and goals, both altruistic and economic. In the spring of 1993, the government of the City of Philadelphia signed a contract with the Salvation Army to run Gateway. "
"Housing","Transitional Housing/Shelter","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=BH-8600&cid=38536","Kal Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=KalServices_1147_12_0","","4732 N. Mascher St.  Philadelphia , PA  19120 ","19120","www.kalservices4732@gmail.com ","Kal Services information provided by: the Pennsylvania Prison Society Provides transitional housing.  "
